SA_CodeSANDRE;SA_CodeCAS;SA_Libelle;SA_Statut;SA_Usage_principal;SA_NQECMA;SA_NQEMA;SA_PNEC;SA_DT50;SA_Koc;SA_Gus;SA_Classification;SA_Biocide;SA_RgSiris2018;SA_Solubilite_mgl;SA_HydrolysePH7;SA_DU2015;SA_DU2017;UsageAgricole;Source;MaJ
2046;6108.10.7;Hexachlorocyclohexane epsilon;;Insecticides;;;0.2;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2047;69806-34-4;Haloxyfop;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2051;30125-64-5;Terbumeton désethyl;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2052;67-56-1;Méthanol;;Rodenticides;;;;;;;Autre;;;;;0.086016;2.8;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2056;136426-54-5;Fluquinconazole;;Fongicides;;;1.4;175;829;2.425723336;T. T+. CMR;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2057;161326-34-7;Fénamidone;;Fongicides;;;0.55;;;1.274411939;N Organique;;;;;0.15;0.15;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2061;26002-80-2;Fenothrine;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2062;8003-34-7;Pyrethrine;;Insecticides;;;0.086;;;;N Organique;;53;0.001;stable;0.335971;0.029895671;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2064;101200-48-0;Tribenuron-Methyle;non autorisé;Herbicides;;;0.424;10;32;2.494850022;Autre;;38;2040;inst;0.022549;0.022571082;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2067;9006-42-2;Metiram;;Fongicides;;;5.5;;;-1.435796221;Autre;;;;;1.6;1.6;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2068;39807-15-3;Oxadiargyl;non autorisé;Herbicides;;;0.23;;;0.901073796;T. T+. CMR;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2069;76578-12-6;Quizalofop;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2070;76578-14-8;Quizalofop éthyl;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2071;640-15-3;Thiométon;non autorisé;Insecticides;;;;;;0.372470867;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2074;98730-04-2;Benoxacor;;Herbicides;;;1.6;50;109;3.334353511;Autre;;35;20;inst;0.0945;0.094236108;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2075;72178-02-0;Fomesafen;non autorisé;Herbicides;;;;;;4.451338963;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2076;104206-82-8;Mésotrione;non autorisé;Herbicides;;;0.77;;;1.371780009;N Organique;;17;160;TS;0.111733;0.109718974;désherbant maïs post-levée;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2077;81591-81-3;Sulfosate;non autorisé;Herbicides;;;;;;-0.574065692;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2078;13356-08-6;Fenbutatin oxyde;non autorisé;Insecticides;;;0.0114;;;0.961107506;T. T+. CMR;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2080;24602-86-6;Code gelé en 2007 (doulbon avec le 1811) - Tridemorph;;Fongicides;;;;;;0.281728695;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2084;16484-77-8;Mécoprop-P;non autorisé;Herbicides;;;160;21;151;2.407791816;N Organique;;34;860;stable;0.936;1.487431005;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2085;141776-32-1;Sulfosulfuron;;Herbicides;;;0.096;28;33;3.591102482;N Organique;;22;1626.8;TS;0.02;0.02;désherbant blé;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2087;90717-03-6;Quinmerac;;Herbicides;;;316;18;86;2.592767303;Autre;;19;223;stable;0.232031;0.213323626;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2088;137-42-8;Metam-sodium;non autorisé;Nématicides;;;0.79;7;36;2.065163967;N Organique;;19;722000;inst;765;1015.174537;nématicide pommes de terre et légumes;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2089;24307-26-4;Mépiquat chlorure;non autorisé;Régulateurs de croissances;;;260;;;1.48658514;N Organique;;16;5000000;TS;0.698439;0.699342974;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2090;81334-34-1;Imazapyr;non autorisé;Herbicides;;;;;;1.981863992;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2091;76-87-9;Fentine hydroxyde;non autorisé;Fongicides;;;;;;0.952677916;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2092;900-95-8;Fentine acetate;non autorisé;Fongicides;;;;;;1.39611681;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2093;16672-87-0;Ethephon;;Régulateurs de croissances;;;710;;;0.662981525;N Organique;;20;800000;inst;0.627871;0.688233497;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2094;75-99-0;Dalapon;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2095;105512-06-9;Clodinafop-propargyl;non autorisé;Herbicides;;;2.1;;;0.906330628;Autre;;57;4;inst;0.06;0.06;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2096;95266-40-3;Trinexapac-ethyl;non autorisé;Régulateurs de croissances;;;41;15;280;1.826283866;N Organique;;16;10200;TS;0.211888;0.211443402;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2097;999-81-5;Chloroméquat chlorure;non autorisé;Régulateurs de croissance;;;24;14;203;1.939826241;Autre;;8;1000000;stable;1.396572;1.390002622;Régulateur de croissance;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2522;94-75-7;2,4-D-ester;non autorisé;Herbicides;;;2.2;10;56;2.251811973;N Organique;;3;23180;TS;1.16;0.573852536;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2530;;Thiocarbe;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2534;94125-34-5;Prosulfuron;;Herbicides;;;0.126;16;17;3.334871797;N Organique;;22;4000;TS;0.015;0.015;désherbant maïs;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2544;15165-67-0;Dichlorprop-P;;Herbicides;;;1.3;19;44;3.013443376;Autre;;7;590;TS;0.797759;0.924566751;désherbant EAJ et céréales;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2545;76738-62-0;Paclobutrazole;non autorisé;Régulateurs de croissance;;;0.82;272;315;3.655966429;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2546;50563-36-5;Dimétachlore;;Herbicides;;;3.5;16;63;2.649858019;N Organique;;13;2300;TS;0.994256;0.743691733;Herbicide colza;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2547;81406-37-3;Fluroxypyr-meptyl;non autorisé;Herbicides;;;1.83;;;-0.53957303;N Organique;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2563;185119-76-0;Iodosulfuron-méthyl;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2565;144740-54-5;Flupyrsulfuron methyl sodium;non autorisé;Herbicides;;;1.494;8;28;2.30544602;N Organique;;;;;0.009208;0.009171272;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2567;65907-30-4;Furathiocarbe;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2568;53780-34-0;Mefluidide;non autorisé;Fongicides;;;;;;1.435796221;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2576;175013-18-0;Pyraclostrobine;non autorisé;Fongicides;;;0.205;;;-0.062302199;Autre;;35;1.9;stable;0.211685;0.211178398;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2578;208465-21-8;Mesosulfuron methyle;non autorisé;Herbicides;;;0.39;77;92;3.841295378;Autre;;14;483;TS;0.015;0.01551;Désherbant céréales;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2605;62-53-3;Aniline;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2664;118134-30-8;Spiroxamine;;Fongicides;;;0.2;;;0.980517314;N Organique;;31;405;TS;0.563387;0.563269868;fongicide céréales;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2669;117428-22-5;Picoxystrobine;non autorisé;Fongicides;;;5;;;1.361818883;Autre;;56;3.1;inst;0.25;0.25;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2678;141517-21-7;Trifloxystrobine;non autorisé;Fongicides;;;1.2;;;0.595419479;N Organique;;50;0.61;TS;0.23918;0.238292852;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2720;;Furaldehyde;;Nématicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2722;556-61-6;Isothiocyanate de methyle;non autorisé;Insecticides;;;0.79;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2729;101205-02-1;Cycloxydime;non autorisé;Herbicides;;;3200;;;1.558107579;Autre;;40;53;TS;0.4;0.4;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2731;77182-82-2;Glufosinate-ammonium;non autorisé;Herbicides;;;75;;;0.975324101;Autre;;26;500000;TS;1.676629;1.578500755;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2737;23576-24-1;Desmethylnorflurazon;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2738;34123-57-4;Desméthylisoproturon;;Métabolites;;;0.32;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2742;120928-09-8;Fénazaquin;non autorisé;Insecticides;;;0.047;;;-0.733228511;T. T+. CMR;;45;0.102;TS;0.091;0.091417364;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2743;126833-17-8;Fenhexamid;;Fongicides;;;10.1;;;;N Organique;;;;;0.749906;0.75;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2744;98886-44-3;Fosthiazate;;Nématicides;;;2.82;13;59;2.483144583;T. T+. CMR;;22;9000;TS;3.012155;3.041146313;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2745;1713-12-8;MCPA-1-butyl ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2746;26544-20-7;MCPA-2-ethylhexyl ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2747;19480-43-4;MCPA-butoxyethyl ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2748;2698-38-6;MCPA-ethyl-ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2749;2436-73-9;MCPA-methyl-ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2750;161922-37-8;Mecoprop-1-octyl ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2751;217487-13-3;Mecoprop-2,4,4-trimethylpentyl ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2752;23359-62-8;Mecoprop-2-butoxyethyl ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2753;71526-69-7;Mecoprop-2-ethylhexyl ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2754;28473-03-2;Mecoprop-2-octyl ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2755;2786-19-8;Mecoprop-methyl ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2772;100-52-7;Benzaldehyde;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2773;124-40-3;Diméthylamine;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2781;90-43-7;Orthophénylphénol;;Autres biocides;;;;;;0.878809224;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2806;173159-57-4;Foramsulfuron;;Herbicides;;;0.065;;;1.640269221;Autre;;29;3293;TS;0.063;0.061103053;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2807;163520-33-0;Isoxadifen-éthyle;;Herbicides;;;2.2;;;;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2810;145701-23-1;Florasulam;;Herbicides;;;0.118;8;22;2.400031467;N Organique;;22;6360;TS;0.004169;0.005469866;désherbant, gazon, céréales et maïs;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2815;;2-chloro-4-nitrotoluene;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2847;56046-17-4;Didemethylisoproturon;;Métabolites;;;0.32;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2858;156052-68-5;Zoxamide;;Fongicides;;;0.348;;;1.622062613;Autre;;57;0.681;inst;0.14865;0.148675691;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2859;10453-86-8;Resmethrine;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2860;81335-37-7;Imazaquine;non autorisé;Herbicides;;;3.1;11;18;2.858339136;N Organique;;33;60;TS;0.002;0.002;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2861;122453-73-0;Chlorfenapyr;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2862;70124-77-5;Flucythrinate;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2870;;Mecoprop-n/iso-butyl ester (mélange);;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2871;3336-40-1;Ioxynil-méthyl;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2872;94-11-1;2,4-D isopropyl ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2873;1928-38-7;2,4-Dichlorophenoxyacetic acid methyl ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2879;36643-28-4;Tributylétain cation;;Molluscicides;0.0015;2.00E-04;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2886;;Trioctylétain cation;;Molluscicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2897;66215-27-8;Cyromazine;;Insecticides;;;2.5;;;1.388276692;Autre;;41;13000;inst;0.973188;0.939610211;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2898;41814-78-2;Tricyclazole;non autorisé;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2924;82560-54-1;Benfuracarbe;non autorisé;Insecticides;;;;;;;T. T+. CMR;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2929;37764-25-3;Dichlormide;;Phytoprotecteurs;;;;8;37;2.196132673;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2930;135590-91-9;Méfenpyr diethyl;non autorisé;Herbicides;;;10;;;1.029536145;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2932;;2-éthyl 6-méthylaniline;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2933;2439.10.3;Dodine;;Fongicides;;;;;;-1.741069603;T. T+. CMR;;31;930;TS;0.745482;0.772499496;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2937;120162-55-2;Azimsulfuron;non autorisé;Herbicides;;;0.08;;;1.008400197;N Organique;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2938;142891-20-1;cinidon-éthyl;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2941;7421-93-4;Endrine aldéhyde;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2942;16709-30-1;3-Ketocarbofuran;;Métabolites;;;0.02;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2950;71422-67-8;Chlorfluazuron;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2951;140923-17-7;Iprovalicarb;;Fongicides;;;189;16;106;2.377768667;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2965;60825-26-5;Triclopyr méthyl ester;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2966;1861-32-1;Chlorthal-diméthyl;non autorisé;Herbicides;;;;;;0.602059991;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2972;81-81-2;Coumafène;non autorisé;Antiparasitaire;;;;;;1.2298033;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2974;87392-12-9;S-Métolachlore;;Herbicides;;;6.7;21;226;2.176229579;N Organique;;2;480;TS;1.50667;1.48531272;Désherbant sélectif du maïs en prélevée;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2975;5234-68-4;Carboxine;;Fongicides;;;23;;;0.956325051;Autre;;40;147;TS;2.19162;0.761241819;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2976;128639-02-1;Carfentrazone-ethyl;;Herbicides;;;0.57;;;;N Organique;;59;0.012;inst;0.036132;0.03690857;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2977;67-48-1;Chlorure de choline;non autorisé;Régulateurs de croissance;;;;;;;Autre;;;;;2.170008;1.12;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2978;99129-21-2;Clethodim;;Herbicides;;;190;;;0.72185187;Autre;;29;5450;TS;0.217371;0.241396917;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2979;13121-70-5;Hydroxyde de tricyclohexylétain;non autorisé;Insecticides;;;;;;0.611655964;N Organique;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2980;13684-56-5;Desmediphame;non autorisé;Herbicides;;;1;;;-0.020664337;N Organique;;60;7;inst;0.221902;0.359839319;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2981;97-23-4;Dichlorophène;non autorisé;Autres biocides;;;;;;0.430982993;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2982;56073-07-5;Difenacoum;;Antiparasitaire;;;;;;-1.864898284;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2983;104653-34-1;Difethialone;non autorisé;Antiparasitaire;;;;;;-10.46105516;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2984;79622-59-6;Fluazinam;;Fongicides;;;0.29;;;0.852742494;Autre;;57;0.135;inst;0.649317;0.64128361;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2985;66332-96-5;Flutolanil;;Fongicides;;;22;4917;781;4.088000409;Autre;;42;8.01;TS;0.242;0.241747936;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2986;114311-32-9;Imazamox;;Herbicides;;;1.1;14;59;2.554889005;N Organique;;22;626000;TS;0.067587;0.067249885;désherbant maïs, colza, légume;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2987;70630-17-0;Méfénoxam;non autorisé;Fongicides;;;10;39;660;1.878181864;Autre;;;;;0.113732;0.09437649;fongicide légumes;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2988;25606-41-1;Propamocarbe hydrochloride;non autorisé;Fongicides;;;630;;;1.671917382;Autre;;5;1005000;TS;15.05;15.05643403;Cultures légumières (peu utilisé) et EAJ;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2989;12071-83-9;Propinebe;;Fongicides;;;1.5;;;;N Organique;;;;;0.136828;0.122970121;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2990;72459-58-6;Triazoxide;;Fongicides;;;;40;673;1.877590176;Autre;;;;;1.44;1.44;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2991;126535-15-7;Triflusulfuron-methyl;non autorisé;Herbicides;;;0.282;;;0.732044224;Autre;;47;110;stable;0.05;0.05;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2992;131983-72-7;Triticonazole;;Fongicides;;;1;161;504;2.863509868;Autre;;42;9.3;TS;0.211888;0.211443402;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
2995;;Acide palmitique;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3151;64-19-7;Acide acétique;;Herbicides;;;;;;-2.51334814;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3152;79-09-4;Acide propionique;;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3159;19988-24-0;Atrazine 2-hydroxy-desethyl;;Métabolites;;;;;;;;;;;;;;SA mère : Atrazine (herbicide);Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3160;7313-54-4;Atrazine déisopropyl-2-hydroxy;;Métabolites;;;;;;;;;;;;;;SA mère : Atrazine (herbicide);Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3209;;Bétacyfluthrine;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3268;50-29-3;DDT (Dichlorodiphényltrichloréthane);non autorisé;Insecticides;;;;;;-3.891838267;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3283;6967-29-9;2-Chloro-N-(2,6-diethylphenyl)aceta;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3285;;Crotamiton;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3309;65-85-0;Acide benzoique;;Autres biocides;;;;;;1.119791879;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3311;;Alcool benzylique;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3312;;Benzothiazole;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3334;535-89-7;Crimidine;non autorisé;Antiparasitaire;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3349;28730-17-8;Methfuroxam;;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3351;108-44-1;m-Methylaniline;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3395;95-65-8;3,4-Dimethylphenol;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
3396;89-83-8;Thymol;;Répulsifs;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5249;;Tétraphénylétain;;Molluscicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5271;;Paraldehyde;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5279;;Limonene;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5309;;2,6-Dichloro-1,4-phenylenediamine;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5317;75-60-5;Cacodylic acid;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5331;98-16-8;3-Aminobenzotrifluoride;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5367;74-11-3;Acide 4 chlorobenzoïque;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
